probe_id,times_selected,mean_importance,median_importance,mean_rank,best_rank,selection_frequency_pct,gene_symbol
226992_at,6,0.0,0.0,176.16666666666666,85,30.0,NOSTRIN
204045_at,6,0.001464218,0.0,135.33333333333334,43,30.0,TCEAL1
203746_s_at,6,0.0,0.0,165.66666666666666,112,30.0,HCCS
203214_x_at,6,0.0,0.0,127.83333333333333,66,30.0,CDK1
202962_at,6,0.0025820832,0.0,103.66666666666667,37,30.0,KIF13B
201394_s_at,6,0.0,0.0,155.0,63,30.0,RBM5
215397_x_at,6,0.0,0.0,205.0,109,30.0,
215086_at,6,0.011220147,0.004258635,117.16666666666667,20,30.0,IBTK
219031_s_at,6,0.0,0.0,179.16666666666666,60,30.0,NIP7
210691_s_at,6,0.0,0.0,256.5,141,30.0,CACYBP
210466_s_at,6,0.011617732,0.0023631041,139.16666666666666,15,30.0,SERBP1
210092_at,6,0.018408494,0.018292008,72.33333333333333,17,30.0,MAGOH
244384_at,6,0.0,0.0,115.0,89,30.0,
201088_at,6,0.0,0.0,127.66666666666667,105,30.0,KPNA2
208788_at,6,0.0037547927,0.0,172.5,35,30.0,ELOVL5
209313_at,6,0.0,0.0,221.16666666666666,132,30.0,GPN1
222680_s_at,6,0.0,0.0,82.33333333333333,57,30.0,DTL
222843_at,6,0.0024130768,0.0,104.33333333333333,37,30.0,FIGNL1
221505_at,6,0.0,0.0,161.0,88,30.0,ANP32E
222087_at,6,0.013998908,0.008849645,47.5,18,30.0,MIR1204
204887_s_at,6,0.0009833536,0.0,161.5,46,30.0,PLK4
225611_at,6,0.0,0.0,150.66666666666666,74,30.0,MAST4
217418_x_at,6,0.0,0.0,200.16666666666666,64,30.0,MS4A1
209842_at,6,0.00350852,0.0,226.5,29,30.0,SOX10
217310_s_at,6,0.0006696815,0.0,169.16666666666666,54,30.0,FOXJ3
218195_at,5,0.0,0.0,157.0,71,25.0,DCPH1
226358_at,5,0.0075343447,0.0,123.8,24,25.0,APH1B
218057_x_at,5,0.0015552271,0.0,144.4,40,25.0,EMC8
201795_at,5,0.0,0.0,151.2,67,25.0,LBR
242870_at,5,0.0,0.0,157.6,103,25.0,
243341_at,5,0.0,0.0,128.0,88,25.0,
202636_at,5,0.001963926,0.0,135.0,42,25.0,RNF103
241494_at,5,0.0,0.0,142.6,84,25.0,
240242_at,5,0.006799663,0.0,114.2,29,25.0,
231002_s_at,5,0.0,0.0,226.4,114,25.0,RABEP1
227982_at,5,0.0,0.0,185.8,131,25.0,SEPSECS
203612_at,5,0.0012354215,0.0,181.0,50,25.0,BYSL
214710_s_at,5,0.0,0.0,183.6,105,25.0,CCNB1
214428_x_at,5,0.0,0.0,236.2,172,25.0,C4B
214858_at,5,0.0684376,0.08771467,28.8,7,25.0,GPC1-AS1
40093_at,5,0.0013886187,0.0,140.2,45,25.0,BCAM
212266_s_at,5,0.008716022,0.0038403547,111.0,26,25.0,SRSF5
211986_at,5,0.0,0.0,247.8,149,25.0,AHNAK
201236_s_at,5,0.006663768,0.0048570014,135.6,34,25.0,BTG2
232451_at,5,0.0,0.0,157.6,123,25.0,
219440_at,5,0.0014189451,0.0,117.8,38,25.0,RAI2
210758_at,5,0.00064694014,0.0,192.0,62,25.0,PSIP1
209709_s_at,5,0.0,0.0,228.2,135,25.0,HMMR
210093_s_at,5,0.020623261,0.018593423,59.0,18,25.0,MAGOH
208628_s_at,5,0.0,0.0,161.6,125,25.0,YBX1
223864_at,5,0.0045294277,0.0,158.4,24,25.0,ANKRD30A
224903_at,5,0.0,0.0,144.4,62,25.0,UTP4
216237_s_at,5,0.0,0.0,241.0,184,25.0,MCM5
204823_at,5,0.0,0.0,192.0,102,25.0,NAV3
203702_s_at,5,0.0,0.0,172.4,105,25.0,TTLL4
204067_at,5,0.0015947933,0.0,143.4,43,25.0,SUOX
215108_x_at,5,0.0,0.0,182.4,107,25.0,TOX3
205339_at,5,0.0,0.0,183.2,113,25.0,STIL
222781_s_at,5,0.00043415447,0.0,117.0,58,25.0,C9orf40
223381_at,5,0.0,0.0,131.8,60,25.0,NUF2
205009_at,5,0.001568502,0.0,172.6,51,25.0,TFF1
1554271_a_at,5,0.0,0.0,182.4,64,25.0,CENPL
225134_at,5,0.021101069,0.010495452,34.0,13,25.0,SPRYD3
216212_s_at,5,0.0,0.0,225.2,177,25.0,MIR664B
228768_at,4,0.0011501957,0.0,160.75,56,20.0,FNIP1
229381_at,4,0.0,0.0,258.5,220,20.0,SRARP
1556923_at,4,0.0045317607,0.003849432,109.0,41,20.0,
202094_at,4,0.0,0.0,163.0,111,20.0,BIRC5
1570001_at,4,0.0,0.0,162.0,61,20.0,CASP8AP2
1559078_at,4,0.0,0.0,154.75,65,20.0,
201596_x_at,4,0.00081357587,0.0,169.0,53,20.0,KRT18
228554_at,4,0.007836299,0.0041020378,88.0,26,20.0,PGR
217979_at,4,0.0,0.0,185.5,67,20.0,TSPAN13
204060_s_at,4,0.0,0.0,212.25,162,20.0,PRKY
226528_at,4,0.0,0.0,131.25,82,20.0,MTX3
227103_s_at,4,0.0,0.0,163.0,89,20.0,ECE2
202752_x_at,4,0.0004941099,0.0,152.75,64,20.0,SLC7A8
202589_at,4,0.0,0.0,140.5,75,20.0,TYMS
221139_s_at,4,0.0,0.0,125.5,87,20.0,CSAD
221203_s_at,4,0.0,0.0,86.5,73,20.0,YEATS2
225613_at,4,0.0,0.0,108.0,76,20.0,MAST4
225300_at,4,0.0,0.0,187.25,136,20.0,KNSTRN
213310_at,4,0.0,0.0,232.5,165,20.0,AGO2
221946_at,4,0.0,0.0,133.5,43,20.0,PIERCE1
205350_at,4,0.0,0.0,189.25,138,20.0,CRABP1
221880_s_at,4,0.030368516,0.00843096,44.25,9,20.0,FAM174B
205044_at,4,0.0,0.0,202.75,171,20.0,GABRP
204623_at,4,0.0,0.0,239.75,217,20.0,TFF3
207996_s_at,4,0.0,0.0,205.0,122,20.0,LDLRAD4
220220_at,4,0.0,0.0,117.5,75,20.0,LRRC37A4P
219734_at,4,0.0,0.0,154.25,85,20.0,SIDT1
208072_s_at,4,0.0,0.0,206.5,129,20.0,DGKD
212494_at,4,0.0,0.0,228.0,145,20.0,TNS2
220581_at,4,0.0,0.0,177.0,76,20.0,CCDC170
220239_at,4,0.0011621623,0.0,109.75,51,20.0,KLHL7
40569_at,4,0.0,0.0,128.25,105,20.0,MZF1
232238_at,4,0.0,0.0,164.25,92,20.0,ASPM
210056_at,4,0.0005638859,0.0,196.75,60,20.0,RND1
233977_at,4,0.0,0.0,149.75,72,20.0,GREB1L
236934_at,4,0.0,0.0,138.0,78,20.0,
201195_s_at,4,0.057011724,0.031639874,23.0,6,20.0,SLC7A5
235851_s_at,4,0.0015058072,0.0,120.75,60,20.0,
1552619_a_at,4,0.003484705,0.0,134.0,34,20.0,ANLN
1554179_s_at,4,0.006289269,0.006119371,144.5,33,20.0,LYNX1
203625_x_at,3,0.0,0.0,163.33333333333334,107,15.0,SKP2
224909_s_at,3,0.0,0.0,158.66666666666666,62,15.0,PREX1
224907_s_at,3,0.0,0.0,144.0,68,15.0,SH3GLB2
202188_at,3,0.0,0.0,122.0,81,15.0,NUP93
201774_s_at,3,0.0016399856,0.0,93.33333333333333,54,15.0,NCAPD2
228468_at,3,0.0,0.0,182.33333333333334,93,15.0,MASTL
1555460_a_at,3,0.0,0.0,188.33333333333334,147,15.0,SLC39A6
231592_at,3,0.0014305096,0.0,160.66666666666666,52,15.0,TSIX
242108_at,3,0.0,0.0,133.66666666666666,109,15.0,
237778_at,3,0.0,0.0,161.0,104,15.0,
229010_at,3,0.0,0.0,243.66666666666666,218,15.0,CBL
219493_at,3,0.00204872,0.0,115.33333333333333,47,15.0,SHCBP1
210147_at,3,0.0,0.0,246.66666666666666,146,15.0,ART3
204649_at,3,0.0,0.0,260.3333333333333,254,15.0,TROAP
200822_x_at,3,0.0,0.0,177.66666666666666,121,15.0,TPI1
237301_at,3,0.0019342544,0.0,100.33333333333333,48,15.0,
221922_at,3,0.0010579014,0.0,125.0,63,15.0,GPSM2
209421_at,3,0.0030084036,0.0,120.33333333333333,44,15.0,MSH2
220172_at,3,0.0,0.0,124.66666666666667,73,15.0,DCAF17
229964_at,3,0.0,0.0,243.0,213,15.0,C9orf152
1562836_at,3,0.036077704,0.041053507,22.0,12,15.0,DDX6
230748_at,3,0.0053532072,0.0065578814,107.66666666666667,40,15.0,SLC16A6
212196_at,3,0.01270604,0.0,109.33333333333333,19,15.0,IL6ST
235606_at,3,0.0,0.0,180.66666666666666,159,15.0,DUBR
235551_at,3,0.0037504453,0.0,107.0,30,15.0,
212256_at,3,0.0013367234,0.0,164.0,54,15.0,GALNT10
219233_s_at,3,0.010697679,0.0071407757,86.66666666666667,23,15.0,GSDMB
212501_at,3,0.0,0.0,200.33333333333334,148,15.0,CEBPB
200052_s_at,3,0.0,0.0,157.33333333333334,106,15.0,ILF2
225612_s_at,3,0.0,0.0,185.66666666666666,140,15.0,B3GNT5
204500_s_at,3,0.0013618112,0.0,177.0,41,15.0,AGTPBP1
215696_s_at,3,0.0,0.0,212.66666666666666,189,15.0,SEC16A
1554063_at,3,0.0067045814,0.0054961396,47.333333333333336,35,15.0,ZHX1-C8orf76
204437_s_at,3,0.0,0.0,237.33333333333334,188,15.0,FOLR1
225334_at,3,0.015755586,0.0,111.33333333333333,16,15.0,BORCS7
217834_s_at,3,0.0,0.0,185.66666666666666,182,15.0,SYNCRIP
201755_at,3,0.0,0.0,102.33333333333333,65,15.0,MCM5
213007_at,3,0.0,0.0,194.33333333333334,170,15.0,FANCI
226273_at,3,0.0,0.0,129.33333333333334,105,15.0,CLCN5
201197_at,3,0.0,0.0,113.33333333333333,99,15.0,AMD1
238075_at,3,0.0,0.0,187.66666666666666,110,15.0,CHEK1
213097_s_at,3,0.0,0.0,213.0,164,15.0,DNAJC2
213707_s_at,3,0.0046595805,0.0067452956,119.0,43,15.0,DLX5
205030_at,3,0.0,0.0,210.0,192,15.0,FABP7
203764_at,3,0.0,0.0,192.66666666666666,154,15.0,DLGAP5
204203_at,3,0.0,0.0,233.66666666666666,179,15.0,CEBPG
214205_x_at,2,0.011226214,0.011226214,46.0,30,10.0,GLRX3
229948_at,2,0.0035899815,0.0035899815,76.5,43,10.0,
214153_at,2,0.0,0.0,252.5,240,10.0,ELOVL5
230178_s_at,2,0.0,0.0,166.0,112,10.0,ELP2
204497_at,2,0.0,0.0,218.0,177,10.0,ADCY9
202385_s_at,2,0.0026680953,0.0026680953,84.5,45,10.0,TCOF1
219415_at,2,0.0,0.0,148.0,99,10.0,TTYH1
219327_s_at,2,0.00994556,0.00994556,112.0,23,10.0,GPRC5C
219306_at,2,0.0,0.0,206.5,206,10.0,KIF15
218239_s_at,2,0.0,0.0,86.0,81,10.0,GTPBP4
218931_at,2,0.0,0.0,137.0,77,10.0,RAB17
218585_s_at,2,0.0,0.0,139.0,81,10.0,DTL
218813_s_at,2,0.0,0.0,174.0,152,10.0,SH3GLB2
232914_s_at,2,0.02496343,0.02496343,23.0,18,10.0,SYTL2
222037_at,2,0.0,0.0,152.5,107,10.0,MCM4
202815_s_at,2,0.0,0.0,121.5,73,10.0,HEXIM1
205167_s_at,2,0.0,0.0,186.5,186,10.0,CDC25C
224674_at,2,0.0811009,0.0811009,10.5,10,10.0,TTYH3
227787_s_at,2,0.0,0.0,257.0,230,10.0,MED30
227833_s_at,2,0.0,0.0,229.5,228,10.0,MBD6
227966_s_at,2,0.0437382,0.0437382,17.0,16,10.0,CCDC74A
223438_s_at,2,0.0,0.0,92.5,63,10.0,PPARA
223274_at,2,0.0,0.0,150.5,72,10.0,TCF19
225311_at,2,0.0,0.0,105.5,76,10.0,IVD
206273_at,2,0.0,0.0,177.0,117,10.0,PRELID3A
228565_at,2,0.0,0.0,251.0,224,10.0,MAP3K21
236465_at,2,0.04947072,0.04947072,17.5,14,10.0,RNF175
225431_x_at,2,0.0,0.0,232.0,230,10.0,PM20D2
206140_at,2,0.009788003,0.009788003,36.5,33,10.0,LHX2
228827_at,2,0.0,0.0,108.0,96,10.0,RUNX1T1
229072_at,2,0.0,0.0,256.0,227,10.0,RAB30
229088_at,2,0.0034749934,0.0034749934,55.5,55,10.0,ENPP1
205543_at,2,0.033512138,0.033512138,29.5,14,10.0,HSPA4L
229130_at,2,0.0,0.0,260.5,237,10.0,
213077_at,2,0.0083535835,0.0083535835,44.5,41,10.0,YTHDC2
223062_s_at,2,0.0,0.0,142.0,60,10.0,PSAT1
222457_s_at,2,0.0014188872,0.0014188872,78.0,63,10.0,LIMA1
213304_at,2,0.0,0.0,274.5,259,10.0,TOGARAM1
229764_at,2,0.0,0.0,249.5,222,10.0,TPRG1
227081_at,2,0.0,0.0,126.0,83,10.0,DNALI1
243241_at,2,0.0,0.0,192.0,87,10.0,
211080_s_at,2,0.002348845,0.002348845,164.5,68,10.0,NEK2
230788_at,2,0.0,0.0,197.5,175,10.0,GCNT2
210246_s_at,2,0.0,0.0,204.0,141,10.0,ABCC8
210115_at,2,0.0,0.0,146.0,145,10.0,RPL39L
235911_at,2,0.0,0.0,151.0,147,10.0,MELTF
233055_at,2,0.0,0.0,115.0,69,10.0,
200877_at,2,0.0,0.0,198.5,122,10.0,CCT4
212764_at,2,0.0,0.0,219.0,190,10.0,ZEB1
215659_at,2,0.0,0.0,224.0,183,10.0,GSDMB
219687_at,2,0.0,0.0,119.5,79,10.0,HHAT
35666_at,2,0.008872669,0.008872669,67.5,28,10.0,SEMA3F
1563591_at,2,0.018697182,0.018697182,34.5,19,10.0,LOC101928269
244780_at,2,0.0,0.0,148.0,115,10.0,SGPP2
201276_at,2,0.0,0.0,251.5,225,10.0,RAB5B
239723_at,2,0.0,0.0,135.5,96,10.0,
231316_at,2,0.0,0.0,259.5,220,10.0,
214487_s_at,2,0.0,0.0,136.0,99,10.0,RAP2B
201196_s_at,2,0.0024500552,0.0024500552,95.5,51,10.0,AMD1
235938_at,2,0.0,0.0,129.5,105,10.0,ARMC9
212441_at,2,0.0037741635,0.0037741635,141.0,37,10.0,KIAA0232
212430_at,2,0.0019766574,0.0019766574,108.0,73,10.0,RBM38
215945_s_at,2,0.0,0.0,212.5,183,10.0,TRIM2
235545_at,2,0.0,0.0,98.5,98,10.0,DEPDC1
212219_at,2,0.0,0.0,200.5,155,10.0,PSME4
201976_s_at,2,0.010641078,0.010641078,125.0,20,10.0,MYO10
244375_at,2,0.0,0.0,173.5,105,10.0,
211084_x_at,2,0.0,0.0,221.5,146,10.0,PRKD3
218350_s_at,2,0.0,0.0,80.0,77,10.0,GMNN
212744_at,2,0.0,0.0,148.5,132,10.0,BBS4
227106_at,1,0.0,0.0,222.0,222,5.0,TMEM198B
214595_at,1,0.0,0.0,265.0,265,5.0,KCNG1
214724_at,1,0.0,0.0,188.0,188,5.0,DIXDC1
227249_at,1,0.0,0.0,272.0,272,5.0,NDE1
227331_at,1,0.0,0.0,201.0,201,5.0,ZNF740
227481_at,1,0.046754718,0.046754718,14.0,14,5.0,CNKSR3
227568_at,1,0.0,0.0,225.0,225,5.0,HECTD2
51158_at,1,0.0,0.0,184.0,184,5.0,FAM174B
202932_at,1,0.010826562,0.010826562,30.0,30,5.0,YES1
203117_s_at,1,0.0,0.0,158.0,158,5.0,PAN2
203276_at,1,0.0,0.0,156.0,156,5.0,LMNB1
214703_s_at,1,0.0,0.0,100.0,100,5.0,MAN2B2
226137_at,1,0.0,0.0,142.0,142,5.0,ZFHX3
225996_at,1,0.0,0.0,238.0,238,5.0,LONRF2
203933_at,1,0.0,0.0,176.0,176,5.0,RAB11FIP3
212692_s_at,1,0.0,0.0,148.0,148,5.0,LRBA
204072_s_at,1,0.0,0.0,152.0,152,5.0,FRY
204139_x_at,1,0.0,0.0,176.0,176,5.0,MZF1
204244_s_at,1,0.0,0.0,263.0,263,5.0,DBF4
204267_x_at,1,0.0,0.0,166.0,166,5.0,PKMYT1
215723_s_at,1,0.0,0.0,255.0,255,5.0,PLD1
203130_s_at,1,0.006981529,0.006981529,36.0,36,5.0,KIF5C
226405_s_at,1,0.0,0.0,293.0,293,5.0,ARRDC1
215509_s_at,1,0.0,0.0,258.0,258,5.0,BUB1
215221_at,1,0.0,0.0,102.0,102,5.0,
215171_s_at,1,0.0,0.0,263.0,263,5.0,TIMM17A
226594_at,1,0.0,0.0,154.0,154,5.0,ENTPD5
214800_x_at,1,0.005450668,0.005450668,48.0,48,5.0,BTF3
226822_at,1,0.0,0.0,279.0,279,5.0,STOX2
226921_at,1,0.0,0.0,200.0,200,5.0,UBR1
227061_at,1,0.0,0.0,195.0,195,5.0,
204444_at,1,0.0,0.0,109.0,109,5.0,KIF11
219510_at,1,0.0,0.0,143.0,143,5.0,POLQ
229097_at,1,0.0,0.0,83.0,83,5.0,DIAPH3
229170_s_at,1,0.0,0.0,271.0,271,5.0,CFAP70
210074_at,1,0.0,0.0,294.0,294,5.0,CTSV
210005_at,1,0.010435957,0.010435957,38.0,38,5.0,GART
209891_at,1,0.0,0.0,146.0,146,5.0,SPC25
209696_at,1,0.0,0.0,239.0,239,5.0,FBP1
1564307_a_at,1,0.0,0.0,111.0,111,5.0,A2ML1
1562648_at,1,0.0,0.0,127.0,127,5.0,CCDC88A
230323_s_at,1,0.0,0.0,234.0,234,5.0,TMEM45B
239758_at,1,0.0,0.0,237.0,237,5.0,
202371_at,1,0.0,0.0,123.0,123,5.0,TCEAL4
202483_s_at,1,0.0,0.0,128.0,128,5.0,RANBP1
232286_at,1,0.0,0.0,164.0,164,5.0,
235442_at,1,0.0,0.0,97.0,97,5.0,STEEP1
232614_at,1,0.010133256,0.010133256,32.0,32,5.0,
232865_at,1,0.0064698076,0.0064698076,46.0,46,5.0,AFF4
235238_at,1,0.0,0.0,74.0,74,5.0,SHC4
235177_at,1,0.0,0.0,103.0,103,5.0,METTL21A
233691_at,1,0.0,0.0,152.0,152,5.0,
233110_s_at,1,0.0,0.0,157.0,157,5.0,BCL2L12
230757_at,1,0.0,0.0,216.0,216,5.0,
1555780_a_at,1,0.0043438836,0.0043438836,72.0,72,5.0,RHEB
240625_at,1,0.0039175334,0.0039175334,59.0,59,5.0,
240552_at,1,0.0,0.0,100.0,100,5.0,
240517_at,1,0.0,0.0,112.0,112,5.0,CBS
203693_s_at,1,0.0,0.0,184.0,184,5.0,E2F3
227657_at,1,0.0,0.0,243.0,243,5.0,RNF150
239614_x_at,1,0.0042903973,0.0042903973,52.0,52,5.0,
228069_at,1,0.0,0.0,282.0,282,5.0,MTFR2
228252_at,1,0.009671695,0.009671695,36.0,36,5.0,PIF1
228302_x_at,1,0.005849639,0.005849639,50.0,50,5.0,CAMK2N1
219583_s_at,1,0.0,0.0,199.0,199,5.0,SPATA7
228303_at,1,0.0,0.0,229.0,229,5.0,GALNT6
228323_at,1,0.0,0.0,285.0,285,5.0,KNL1
201407_s_at,1,0.0046898206,0.0046898206,52.0,52,5.0,PPP1CB
201292_at,1,0.0,0.0,76.0,76,5.0,TOP2A
228528_at,1,0.0,0.0,200.0,200,5.0,MIR29C
228564_at,1,0.0,0.0,281.0,281,5.0,LINC01116
232001_at,1,0.0,0.0,151.0,151,5.0,PRKCQ-AS1
231960_at,1,0.0,0.0,117.0,117,5.0,BRWD1
228602_at,1,0.0,0.0,226.0,226,5.0,SGCD
228729_at,1,0.0,0.0,84.0,84,5.0,CCNB1
228820_at,1,0.0131674195,0.0131674195,38.0,38,5.0,XPNPEP3
237376_at,1,0.004123095,0.004123095,52.0,52,5.0,
242898_at,1,0.0,0.0,112.0,112,5.0,EIF2AK2
243030_at,1,0.0,0.0,251.0,251,5.0,
243170_at,1,0.0,0.0,102.0,102,5.0,
243304_at,1,0.0,0.0,102.0,102,5.0,
1567213_at,1,0.0,0.0,121.0,121,5.0,PNN
1552277_a_at,1,0.0,0.0,228.0,228,5.0,MSANTD3
1569868_s_at,1,0.04206963,0.04206963,17.0,17,5.0,EME2
241696_at,1,0.0,0.0,113.0,113,5.0,CNTLN
1558959_at,1,0.0,0.0,210.0,210,5.0,HYCC2
219786_at,1,0.010203599,0.010203599,31.0,31,5.0,TESMIN
219787_s_at,1,0.0,0.0,200.0,200,5.0,ECT2
220011_at,1,0.0,0.0,99.0,99,5.0,AUNIP
220060_s_at,1,0.0,0.0,83.0,83,5.0,PARPBP
220296_at,1,0.0,0.0,203.0,203,5.0,
225064_at,1,0.0,0.0,86.0,86,5.0,RABEP1
218313_s_at,1,0.0039132815,0.0039132815,74.0,74,5.0,GALNT7
212220_at,1,0.0,0.0,156.0,156,5.0,PSME4
212239_at,1,0.0,0.0,154.0,154,5.0,PIK3R1
212247_at,1,0.0,0.0,236.0,236,5.0,NUP205
212299_at,1,0.0,0.0,155.0,155,5.0,NEK9
212510_at,1,0.0,0.0,259.0,259,5.0,GPD1L
218394_at,1,0.0,0.0,189.0,189,5.0,ROGDI
218554_s_at,1,0.0,0.0,266.0,266,5.0,ASH1L
218719_s_at,1,0.0,0.0,251.0,251,5.0,GINS3
218730_s_at,1,0.0,0.0,201.0,201,5.0,OGN
218807_at,1,0.0,0.0,95.0,95,5.0,VAV3
218886_at,1,0.0,0.0,72.0,72,5.0,PAK1IP1
218894_s_at,1,0.0,0.0,85.0,85,5.0,MAGOHB
220941_s_at,1,0.0,0.0,78.0,78,5.0,C21orf91
221012_s_at,1,0.0,0.0,213.0,213,5.0,TRIM8
220613_s_at,1,0.06285351,0.06285351,11.0,11,5.0,SYTL2
238508_at,1,0.0,0.0,168.0,168,5.0,DBF4B
239170_at,1,0.0,0.0,169.0,169,5.0,ACTR3
243878_at,1,0.0,0.0,133.0,133,5.0,
244420_at,1,0.0,0.0,116.0,116,5.0,
244696_at,1,0.0,0.0,106.0,106,5.0,
1556345_s_at,1,0.0,0.0,141.0,141,5.0,
200980_s_at,1,0.0,0.0,137.0,137,5.0,PDHA1
1553145_at,1,0.013464104,0.013464104,36.0,36,5.0,TAPT1-AS1
1553613_s_at,1,0.0,0.0,119.0,119,5.0,FOXC1
1554242_a_at,1,0.0,0.0,215.0,215,5.0,COCH
1554478_a_at,1,0.0,0.0,213.0,213,5.0,HEATR3
1555434_a_at,1,0.0,0.0,148.0,148,5.0,SLC39A14
201125_s_at,1,0.0,0.0,66.0,66,5.0,ITGB5
201170_s_at,1,0.0,0.0,223.0,223,5.0,BHLHE40
242752_at,1,0.0,0.0,94.0,94,5.0,PPM1K
236037_at,1,0.0,0.0,170.0,170,5.0,ARFGEF3
236237_at,1,0.0,0.0,107.0,107,5.0,
201890_at,1,0.0,0.0,68.0,68,5.0,RRM2
201970_s_at,1,0.0,0.0,70.0,70,5.0,NASP
202147_s_at,1,0.0,0.0,288.0,288,5.0,IFRD1
202341_s_at,1,0.031188818,0.031188818,24.0,24,5.0,TRIM2
1555982_at,1,0.0,0.0,146.0,146,5.0,ZFYVE16
237881_at,1,0.0,0.0,167.0,167,5.0,
1557283_a_at,1,0.008207589,0.008207589,38.0,38,5.0,ZNF519
1557452_at,1,0.0,0.0,211.0,211,5.0,
1558164_s_at,1,0.0,0.0,171.0,171,5.0,PEX13
1558365_at,1,0.0,0.0,149.0,149,5.0,PGK1
1560869_a_at,1,0.0,0.0,128.0,128,5.0,
241789_at,1,0.0,0.0,139.0,139,5.0,RBMS3
242600_at,1,0.0,0.0,149.0,149,5.0,FRMD3
235977_at,1,0.0,0.0,160.0,160,5.0,LONRF2
204613_at,1,0.0027861206,0.0027861206,61.0,61,5.0,PLCG2
204667_at,1,0.0,0.0,215.0,215,5.0,FOXA1
204695_at,1,0.0,0.0,255.0,255,5.0,CDC25A
204768_s_at,1,0.0,0.0,111.0,111,5.0,FEN1
204792_s_at,1,0.0,0.0,216.0,216,5.0,IFT140
204886_at,1,0.0,0.0,109.0,109,5.0,PLK4
204913_s_at,1,0.008115908,0.008115908,36.0,36,5.0,SOX11
205066_s_at,1,0.016544443,0.016544443,35.0,35,5.0,ENPP1
205250_s_at,1,0.0,0.0,112.0,112,5.0,CEP290
224990_at,1,0.0,0.0,226.0,226,5.0,SMIM14
225197_at,1,0.014296288,0.014296288,26.0,26,5.0,
225363_at,1,0.0,0.0,72.0,72,5.0,PTEN
212770_at,1,0.0,0.0,134.0,134,5.0,TLE3
212914_at,1,0.0,0.0,160.0,160,5.0,CBX7
207134_x_at,1,0.0,0.0,191.0,191,5.0,TPSB2
213011_s_at,1,0.0,0.0,289.0,289,5.0,TPI1
213497_at,1,0.0,0.0,187.0,187,5.0,ABTB2
216056_at,1,0.0,0.0,97.0,97,5.0,CD44
216300_x_at,1,0.0,0.0,263.0,263,5.0,RARA
216397_s_at,1,0.0,0.0,99.0,99,5.0,MIR7112
216840_s_at,1,0.0,0.0,185.0,185,5.0,LAMA2
217077_s_at,1,0.0,0.0,188.0,188,5.0,GABBR2
217640_x_at,1,0.0,0.0,189.0,189,5.0,SKA1
217914_at,1,0.0,0.0,255.0,255,5.0,TPCN1
218086_at,1,0.0,0.0,259.0,259,5.0,NPDC1
218146_at,1,0.0,0.0,192.0,192,5.0,GLT8D1
218236_s_at,1,0.0,0.0,187.0,187,5.0,PRKD3
225658_at,1,0.0,0.0,147.0,147,5.0,SPOPL
225855_at,1,0.0,0.0,97.0,97,5.0,EPB41L5
225904_at,1,0.0,0.0,139.0,139,5.0,CCSAP
212976_at,1,0.0,0.0,163.0,163,5.0,LRRC8B
208617_s_at,1,0.010906767,0.010906767,31.0,31,5.0,PTP4A2
208696_at,1,0.0,0.0,282.0,282,5.0,CCT5
208763_s_at,1,0.0,0.0,187.0,187,5.0,TSC22D3
209008_x_at,1,0.2405326,0.2405326,4.0,4,5.0,KRT8
209341_s_at,1,0.0092687365,0.0092687365,40.0,40,5.0,IKBKB
209360_s_at,1,0.0,0.0,292.0,292,5.0,LOC101928269
221685_s_at,1,0.0,0.0,194.0,194,5.0,SPDL1
222445_at,1,0.0,0.0,218.0,218,5.0,SLC39A9
222996_s_at,1,0.2859953,0.2859953,1.0,1,5.0,CXXC5
205268_s_at,1,0.0,0.0,192.0,192,5.0,ADD2
205485_at,1,0.0047828923,0.0047828923,50.0,50,5.0,RYR1
205644_s_at,1,0.0,0.0,239.0,239,5.0,SNRPG
205733_at,1,0.0,0.0,120.0,120,5.0,BLM
205891_at,1,0.0,0.0,295.0,295,5.0,ADORA2B
205933_at,1,0.1133482,0.1133482,10.0,10,5.0,SETBP1
224839_s_at,1,0.0,0.0,149.0,149,5.0,GPT2
206068_s_at,1,0.0,0.0,296.0,296,5.0,ACADL
206074_s_at,1,0.0,0.0,138.0,138,5.0,HMGA1
206227_at,1,0.0,0.0,298.0,298,5.0,CILP
206401_s_at,1,0.0,0.0,296.0,296,5.0,MAPT
206550_s_at,1,0.0,0.0,125.0,125,5.0,NUP155
207018_s_at,1,0.0,0.0,275.0,275,5.0,RAB27B
223361_at,1,0.0,0.0,65.0,65,5.0,ABRACL
223397_s_at,1,0.0,0.0,121.0,121,5.0,NIP7
223479_s_at,1,0.0,0.0,75.0,75,5.0,CHCHD5
223547_at,1,0.0,0.0,46.0,46,5.0,JKAMP
224191_x_at,1,0.0,0.0,61.0,61,5.0,ROPN1
224206_x_at,1,0.0,0.0,135.0,135,5.0,MYNN
224471_s_at,1,0.0,0.0,137.0,137,5.0,BTRC
224516_s_at,1,0.0,0.0,66.0,66,5.0,CXXC5
224785_at,1,0.0061036563,0.0061036563,50.0,50,5.0,UBALD2
205967_at,1,0.0,0.0,183.0,183,5.0,H4C6
